id,duracion_estadia,genero,edad,kids,codigo_destino,tipo_acomodacion,Age_imputed,gender_encoded,acomodacion_predicted
1005913,3,F,37.0,1.0,ES,,37.0,0,Hotel
1000927,5,F,33.0,1.0,IT,,33.0,0,Hotel
1006767,2,M,,1.0,AR,,40.512179278986686,1,Hotel
1003250,2,M,38.0,1.0,IT,,38.0,1,Airbnb
1007216,7,M,45.0,0.0,IT,,45.0,1,Airbnb
1003943,3,M,,0.0,COL,,40.512179278986686,1,Airbnb
1007688,6,M,42.0,1.0,UK,,42.0,1,Hotel
1001331,3,M,35.0,0.0,UK,,35.0,1,Hotel
1003247,4,F,41.0,1.0,ES,,41.0,0,Airbnb
1009832,6,F,42.0,0.0,PE,,42.0,0,Hotel
1011734,3,F,,0.0,UK,,40.512179278986686,0,Hotel
1003516,3,M,33.0,0.0,PE,,33.0,1,Hotel
1005506,3,F,41.0,1.0,IT,,41.0,0,Airbnb
1007557,3,M,36.0,1.0,AR,,36.0,1,Airbnb
1005463,5,F,46.0,1.0,US,,46.0,0,Airbnb
1010009,3,M,,0.0,PE,,40.512179278986686,1,Airbnb
1004990,5,F,36.0,1.0,PE,,36.0,0,Hotel
1001713,3,F,34.0,0.0,IT,,34.0,0,Airbnb
1009336,3,F,36.0,1.0,AR,,36.0,0,Hotel
1010649,3,M,46.0,1.0,ES,,46.0,1,Hotel
1009368,3,F,45.0,1.0,PE,,45.0,0,Airbnb
1009870,5,M,35.0,0.0,ES,,35.0,1,Hotel
1007944,4,F,39.0,1.0,US,,39.0,0,Hotel
1000583,4,F,43.0,0.0,PE,,43.0,0,Hotel
1012657,3,F,42.0,0.0,IT,,42.0,0,Hotel
1001000,3,F,,1.0,IT,,40.512179278986686,0,Hotel
1001005,3,F,40.0,0.0,US,,40.0,0,Airbnb
1008538,4,F,34.0,0.0,ES,,34.0,0,Airbnb
1003906,2,M,36.0,1.0,NL,,36.0,1,Airbnb
1004325,4,F,50.0,0.0,IT,,50.0,0,Hotel
1009582,2,M,45.0,1.0,NL,,45.0,1,Hotel
1013559,2,M,40.0,1.0,ES,,40.0,1,Airbnb
1005080,10,F,34.0,0.0,COL,,34.0,0,Hotel
1010885,3,F,45.0,0.0,NL,,45.0,0,Hotel
1011562,5,M,47.0,1.0,US,,47.0,1,Hotel
1000255,3,M,42.0,1.0,ES,,42.0,1,Hotel
1011528,6,M,41.0,0.0,AR,,41.0,1,Airbnb
1002630,7,F,44.0,1.0,ES,,44.0,0,Airbnb
1002644,4,M,40.0,1.0,ES,,40.0,1,Airbnb
1010271,4,F,46.0,0.0,UK,,46.0,0,Hotel
1013121,4,M,36.0,1.0,NL,,36.0,1,Airbnb
1008554,6,F,,0.0,UK,,40.512179278986686,0,Hotel
1001030,8,F,31.0,0.0,NL,,31.0,0,Hotel
1007664,3,M,44.0,1.0,US,,44.0,1,Hotel
1011778,2,M,41.0,1.0,COL,,41.0,1,Hotel
1004549,2,F,34.0,0.0,PE,,34.0,0,Airbnb
1011960,5,M,47.0,1.0,IT,,47.0,1,Hotel
1002008,2,M,,0.0,NL,,40.512179278986686,1,Hotel
1013564,3,M,43.0,1.0,AR,,43.0,1,Hotel
1012971,1,F,,0.0,IT,,40.512179278986686,0,Airbnb
1007331,2,M,45.0,0.0,US,,45.0,1,Airbnb
1006649,6,F,,0.0,COL,,40.512179278986686,0,Hotel
1008393,5,M,,0.0,COL,,40.512179278986686,1,Hotel
1000325,2,M,38.0,0.0,UK,,38.0,1,Hotel
1000606,3,F,44.0,0.0,ES,,44.0,0,Hotel
1002315,1,F,34.0,1.0,US,,34.0,0,Hotel
1003222,2,M,36.0,1.0,ES,,36.0,1,Airbnb
1008838,5,F,,0.0,ES,,40.512179278986686,0,Hotel
1001098,10,F,37.0,1.0,US,,37.0,0,Hotel
1008807,3,M,35.0,0.0,UK,,35.0,1,Hotel
1007202,10,F,44.0,0.0,ES,,44.0,0,Hotel
1001647,3,F,43.0,1.0,AR,,43.0,0,Airbnb
1000421,2,M,32.0,1.0,NL,,32.0,1,Airbnb
1006682,3,F,42.0,0.0,US,,42.0,0,Hotel
1002824,3,F,36.0,0.0,AR,,36.0,0,Airbnb
1004076,2,F,37.0,1.0,US,,37.0,0,Hotel
1006192,1,M,36.0,1.0,US,,36.0,1,Airbnb
1000852,5,M,37.0,1.0,IT,,37.0,1,Airbnb
1013305,2,M,42.0,0.0,US,,42.0,1,Airbnb
1005277,1,M,42.0,1.0,IT,,42.0,1,Hotel
1009936,6,F,36.0,0.0,ES,,36.0,0,Airbnb
1007381,5,F,39.0,0.0,US,,39.0,0,Airbnb
1009855,3,F,40.0,0.0,ES,,40.0,0,Airbnb
1007184,2,F,29.0,1.0,PE,,29.0,0,Hotel
1004215,4,F,36.0,1.0,PE,,36.0,0,Hotel
1001338,5,M,42.0,1.0,COL,,42.0,1,Hotel
1009994,3,M,31.0,1.0,AR,,31.0,1,Airbnb
1009240,3,F,43.0,0.0,UK,,43.0,0,Hotel
1008678,3,F,40.0,0.0,AR,,40.0,0,Airbnb
1012507,4,F,40.0,1.0,US,,40.0,0,Hotel
1002933,1,F,42.0,0.0,IT,,42.0,0,Hotel
1000408,4,F,36.0,0.0,AR,,36.0,0,Airbnb
1014054,3,M,45.0,1.0,UK,,45.0,1,Hotel
1007209,6,F,41.0,0.0,ES,,41.0,0,Hotel
1001244,3,F,42.0,1.0,UK,,42.0,0,Airbnb
1003360,5,M,38.0,0.0,US,,38.0,1,Hotel
1006343,4,M,34.0,1.0,AR,,34.0,1,Airbnb
1007488,4,M,41.0,0.0,NL,,41.0,1,Airbnb
1004287,4,M,39.0,1.0,NL,,39.0,1,Airbnb
1006222,7,M,42.0,1.0,AR,,42.0,1,Hotel
1004455,3,M,,1.0,IT,,40.512179278986686,1,Airbnb
1012240,2,M,,0.0,COL,,40.512179278986686,1,Hotel
1003225,5,M,39.0,1.0,IT,,39.0,1,Airbnb
1002864,4,F,,1.0,US,,40.512179278986686,0,Airbnb
1006158,2,F,40.0,0.0,PE,,40.0,0,Airbnb
1009089,6,F,29.0,1.0,NL,,29.0,0,Hotel
1005636,5,F,41.0,1.0,ES,,41.0,0,Airbnb
1009957,3,M,,0.0,UK,,40.512179278986686,1,Airbnb
1002184,2,F,40.0,0.0,PE,,40.0,0,Airbnb
1003831,4,M,,1.0,US,,40.512179278986686,1,Hotel
1003129,4,F,31.0,0.0,US,,31.0,0,Airbnb
1002712,3,F,42.0,1.0,US,,42.0,0,Airbnb
1003458,9,M,42.0,1.0,NL,,42.0,1,Hotel
1008876,4,F,48.0,1.0,COL,,48.0,0,Airbnb
1006959,2,F,39.0,1.0,COL,,39.0,0,Hotel
1008353,4,M,33.0,1.0,NL,,33.0,1,Airbnb
1007151,3,M,,1.0,IT,,40.512179278986686,1,Airbnb
1003172,4,M,38.0,0.0,UK,,38.0,1,Hotel
1003898,6,F,44.0,1.0,UK,,44.0,0,Airbnb
1010258,4,M,39.0,0.0,IT,,39.0,1,Hotel
1010527,3,F,43.0,0.0,UK,,43.0,0,Hotel
1011334,3,F,36.0,1.0,US,,36.0,0,Hotel
1000139,2,M,46.0,1.0,ES,,46.0,1,Hotel
1013781,1,F,37.0,0.0,COL,,37.0,0,Airbnb
1008232,3,F,48.0,0.0,IT,,48.0,0,Hotel
1001103,3,M,36.0,1.0,COL,,36.0,1,Airbnb
1005121,5,F,29.0,0.0,UK,,29.0,0,Airbnb
1005262,4,M,40.0,0.0,US,,40.0,1,Hotel
1009733,4,F,43.0,0.0,UK,,43.0,0,Hotel
1007913,6,M,36.0,0.0,ES,,36.0,1,Hotel
1004344,2,F,40.0,0.0,PE,,40.0,0,Airbnb
1001785,5,M,45.0,0.0,NL,,45.0,1,Airbnb
1010772,3,M,35.0,1.0,COL,,35.0,1,Airbnb
1004827,3,M,39.0,1.0,ES,,39.0,1,Airbnb
1007357,2,M,34.0,0.0,US,,34.0,1,Hotel
1002708,2,F,41.0,1.0,IT,,41.0,0,Airbnb
1000849,8,M,41.0,1.0,AR,,41.0,1,Hotel
1007690,3,F,43.0,1.0,NL,,43.0,0,Airbnb
1012636,5,F,39.0,0.0,UK,,39.0,0,Airbnb
1007821,5,F,,1.0,ES,,40.512179278986686,0,Hotel
1009830,4,M,37.0,0.0,UK,,37.0,1,Hotel
1008628,4,M,39.0,1.0,US,,39.0,1,Airbnb
1010513,5,F,,0.0,ES,,40.512179278986686,0,Hotel
1004137,9,M,35.0,1.0,US,,35.0,1,Airbnb
1001165,3,M,30.0,0.0,US,,30.0,1,Hotel
1000563,5,F,49.0,0.0,IT,,49.0,0,Hotel
1008704,4,F,43.0,0.0,UK,,43.0,0,Hotel
1000105,3,F,39.0,0.0,AR,,39.0,0,Airbnb
1006725,6,M,46.0,0.0,PE,,46.0,1,Airbnb
1007635,5,M,37.0,0.0,COL,,37.0,1,Hotel
1009028,6,M,35.0,1.0,US,,35.0,1,Airbnb
1000234,3,F,31.0,1.0,NL,,31.0,0,Hotel
1005608,4,F,29.0,1.0,ES,,29.0,0,Hotel
1012295,5,F,43.0,1.0,COL,,43.0,0,Airbnb
1012727,4,M,37.0,0.0,ES,,37.0,1,Hotel
1005714,2,M,44.0,1.0,COL,,44.0,1,Hotel
1009932,4,M,40.0,1.0,NL,,40.0,1,Airbnb
1012512,4,M,33.0,1.0,IT,,33.0,1,Airbnb
1012229,4,M,52.0,0.0,UK,,52.0,1,Airbnb
1010393,1,M,44.0,1.0,UK,,44.0,1,Hotel
1010956,4,M,40.0,1.0,US,,40.0,1,Airbnb
1005445,4,M,38.0,1.0,ES,,38.0,1,Airbnb
1008952,4,F,41.0,1.0,ES,,41.0,0,Airbnb
1000417,4,M,44.0,1.0,UK,,44.0,1,Hotel
1013254,7,M,39.0,1.0,NL,,39.0,1,Airbnb
1002119,6,F,34.0,1.0,AR,,34.0,0,Hotel
1005583,3,M,37.0,1.0,UK,,37.0,1,Airbnb
1003453,7,F,36.0,0.0,ES,,36.0,0,Airbnb
1009959,3,M,42.0,1.0,IT,,42.0,1,Hotel
1000047,3,F,32.0,1.0,NL,,32.0,0,Hotel
1011220,4,M,39.0,1.0,US,,39.0,1,Airbnb
1002758,3,M,46.0,0.0,NL,,46.0,1,Airbnb
1011922,4,M,45.0,1.0,COL,,45.0,1,Hotel
1003057,6,M,38.0,1.0,ES,,38.0,1,Airbnb
1010720,4,F,,1.0,IT,,40.512179278986686,0,Airbnb
1009976,5,F,40.0,1.0,NL,,40.0,0,Hotel
1004741,4,F,38.0,0.0,UK,,38.0,0,Airbnb
1008762,4,M,41.0,0.0,US,,41.0,1,Airbnb
1002251,2,F,49.0,1.0,UK,,49.0,0,Airbnb
1010276,1,M,38.0,1.0,UK,,38.0,1,Airbnb
1007265,3,M,40.0,1.0,AR,,40.0,1,Airbnb
1013571,2,M,,1.0,NL,,40.512179278986686,1,Hotel
1001664,1,F,33.0,1.0,PE,,33.0,0,Hotel
1004591,6,F,52.0,0.0,PE,,52.0,0,Hotel
1008218,5,F,39.0,1.0,ES,,39.0,0,Hotel
1003098,4,F,30.0,1.0,AR,,30.0,0,Hotel
1000918,2,M,44.0,0.0,ES,,44.0,1,Airbnb
1006918,1,M,,0.0,UK,,40.512179278986686,1,Hotel
1006592,4,M,41.0,0.0,PE,,41.0,1,Airbnb
1004572,8,F,48.0,0.0,ES,,48.0,0,Hotel
1006074,6,F,30.0,0.0,PE,,30.0,0,Airbnb
1011795,4,F,,0.0,NL,,40.512179278986686,0,Hotel
1007248,3,M,40.0,1.0,ES,,40.0,1,Airbnb
1009629,6,F,42.0,1.0,PE,,42.0,0,Airbnb
1011553,6,F,35.0,0.0,US,,35.0,0,Airbnb
1000519,8,M,37.0,0.0,COL,,37.0,1,Hotel
1008875,5,F,40.0,0.0,PE,,40.0,0,Airbnb
1008715,4,M,32.0,1.0,PE,,32.0,1,Airbnb
1001264,3,M,,0.0,US,,40.512179278986686,1,Airbnb
1001352,5,F,45.0,1.0,PE,,45.0,0,Airbnb
1008026,2,M,40.0,1.0,COL,,40.0,1,Airbnb
1002995,3,F,40.0,0.0,PE,,40.0,0,Airbnb
1007866,4,F,33.0,1.0,UK,,33.0,0,Hotel
1001462,2,M,45.0,1.0,NL,,45.0,1,Hotel
1011725,7,F,41.0,0.0,AR,,41.0,0,Hotel
1004764,4,M,39.0,1.0,ES,,39.0,1,Airbnb
1009854,4,M,41.0,1.0,AR,,41.0,1,Hotel
1005632,5,F,43.0,1.0,PE,,43.0,0,Airbnb
1008380,5,M,37.0,1.0,NL,,37.0,1,Airbnb
1008171,4,M,40.0,0.0,UK,,40.0,1,Hotel
1002101,4,F,42.0,1.0,ES,,42.0,0,Airbnb
1008360,1,M,34.0,0.0,PE,,34.0,1,Hotel
1012241,1,M,40.0,0.0,PE,,40.0,1,Hotel
1007548,5,F,33.0,0.0,ES,,33.0,0,Airbnb
1000985,4,F,42.0,0.0,COL,,42.0,0,Hotel
1000600,1,M,43.0,1.0,ES,,43.0,1,Hotel
1002778,4,M,34.0,0.0,NL,,34.0,1,Hotel
1011286,4,F,46.0,0.0,AR,,46.0,0,Hotel
1013459,1,M,,1.0,NL,,40.512179278986686,1,Airbnb
1013311,3,M,41.0,1.0,COL,,41.0,1,Hotel
1010843,2,M,32.0,1.0,US,,32.0,1,Airbnb
1003343,2,F,43.0,1.0,IT,,43.0,0,Airbnb
1008873,4,F,44.0,1.0,COL,,44.0,0,Airbnb
1008501,2,M,47.0,1.0,IT,,47.0,1,Hotel
1002603,4,M,,1.0,UK,,40.512179278986686,1,Hotel
1012503,3,F,43.0,0.0,IT,,43.0,0,Hotel
1006505,2,F,46.0,1.0,US,,46.0,0,Airbnb
1013067,4,F,43.0,1.0,NL,,43.0,0,Airbnb
1007922,5,M,45.0,1.0,IT,,45.0,1,Hotel
1001656,6,F,31.0,1.0,COL,,31.0,0,Hotel
1002336,4,M,51.0,1.0,IT,,51.0,1,Hotel
1005195,2,F,41.0,1.0,COL,,41.0,0,Airbnb
1006365,4,F,39.0,1.0,ES,,39.0,0,Hotel
1009577,8,F,,1.0,US,,40.512179278986686,0,Hotel
1001309,5,F,39.0,0.0,AR,,39.0,0,Airbnb
1002963,4,F,31.0,1.0,AR,,31.0,0,Hotel
1010645,2,F,36.0,1.0,ES,,36.0,0,Hotel
1007616,2,F,38.0,0.0,PE,,38.0,0,Airbnb
1011179,7,F,40.0,1.0,COL,,40.0,0,Hotel
